address,version,entity
80432D744A8EE933602F974F6C6643FA58A8405FFC29127BC6076B6312012EAF6BCF2CA484331E9E44A6409685C25F01,ETH2.0,Bittrex
804A3579745E1436C80506869D8F4E2D09154F5A63B6766B96159DDA38C92716EAC0567B47375E6F682C0B08BC8DC8FF,ETH2.0,Bittrex
8052C12423F5F94223F52C6A38D64270719E8DA95E506AEAF54D2B02C213C56DCC797D559410E4E51094FD574DB4F988,ETH2.0,Bittrex
80564CC3B4579099D5654FA3E669FC862CEE7495CB6F7BA47B19CD5E6F83B6CCF7EC32094D8A9152765CE199A8873ECC,ETH2.0,Bittrex
80677BF1FF10CA4CD5F98ED2277CB2170130C8815A057FE0293ACA22FF7DDC1CF8E10BD1B5F5249346755348EAB1745B,ETH2.0,Bittrex
80B766789FE2A9167B2155E6C032342E8D111A26A5F609B37C0AC1DE85EF9BB7B6AF6533E6DFFADCF3263DB2C117E2EE,ETH2.0,Bittrex
80BA3FA3C012A0221E7ABA658060A2C654FDF433841293B7B3AF651A9059A7003E7F6876F3FB11BD40C8634AA121B77F,ETH2.0,Bittrex
81048188FE8D6223A3979D6E302341AAA98B20182125F0B54F68EDB7A593213FF8E885E7AD60BDD4BB43AFCC11ED62EE,ETH2.0,Bittrex
8115E2436971527078BCBD8AE3B3CAB6CBF84BA56433C768C7B6C380E6C9BE26C3ABB4E41481E8F0DD72DC6B5B12A018,ETH2.0,Bittrex
8147A4DAEBDA4CD9C53831617551C4EADBA9FB13F805D90CA5DF81350187D465DF46F34A67F881BCE136E3CB790C1F9B,ETH2.0,Bittrex
814CDA7DB0D342A2721070A6C47430A26C180F0EA7A5E9B6B990F7E6061DABD9DA82C4CCB2B1219C8440634BF9F3F7D8,ETH2.0,Bittrex
81629CB801EEC3B5616FE041C697EFBF4129AB1254A3C8402995D702D368F5FADF800F9DFEE7DBF186D8091C00F365D7,ETH2.0,Bittrex
