address,version,entity
8004B0944A2E93DAB4A179C553B187BDA41E72D2DE41CF1CE8799051C7543496A9CDDA451024F44F121ABE690CDC4882,ETH2.0,FTXExchange
800EBD7FB8C3673AEB8FD822EE65C95FE4F6CCB603B5128B089F3AE6A2A19834D176815FA17B164E87C2DDFB60625A7C,ETH2.0,FTXExchange
8053925A083743363EEA4F32FA413E03B9D10A0BE2C3A1D8A88E6357D839E4A45AFA18F973B3C304DD350B7A616495C9,ETH2.0,FTXExchange
80B00D2C102DE35DA8EDC741BB4DB17DBC9761BE6A819581C2804AED4E47929C8B9D4DB2D67E24C60E888B16F907A87D,ETH2.0,FTXExchange
827E76F69B39F15B5F38A7AF7F8981AF4A8B1A448CD0EF482BB8288191A3A6BE329D26E5C9A59338B5EEEFE31D59B429,ETH2.0,FTXExchange
8298F205EF6968FB6870BA91C3CC54D433E8C1202721E41861CF411A9BE5F00F7BBAA3ADCC0CBA581185DDA0665FD203,ETH2.0,FTXExchange
82CBA080A6ADA176F241432A74FAAAE0703B9C422CF7093F78D7E88ACC1B85EFF8B63FF6336391BF217F2AB2B2A3BB01,ETH2.0,FTXExchange
82DDAAF06DD2BE7D23BBD8B0551DFFE0AAF00386117890CB92355D55870C98D09C1B2386BC89C2FD777DED8D294D948D,ETH2.0,FTXExchange
840E1E4E19AC8700A045B3837037C992F98D4B8105D8F1C4BFC21A258E0A5253F0D7BE3964E8276A1CD47002A00F58E2,ETH2.0,FTXExchange
84BE3356D16EF98F92D1FB13AC8921B1D448A54D09408A62431997EBC558CB5C85F96D088D606C723F5D6F18AC444543,ETH2.0,FTXExchange
84CD8EDB9E6EC007A8B70EA43B55C26BB14589FAAC573417ADB34175706C673B3E892159A158E0A7D66138C178C6B4C8,ETH2.0,FTXExchange
859931AAA5B67EBC22B0FF0DD8F87377000E77F341B7435F1B65983A66C27825ACF7F3139EB062EF672EFC2E91497F05,ETH2.0,FTXExchange
864218E49CE68839E1F9EAAA8A913BA7EC4F3FDF80E80B911364E4501C03683922054AB7A55D2CC1509248AB301A5857,ETH2.0,FTXExchange
870BFEABEB55441067128DF6F2D961A5F5595E64E4543C8F15E73A2925CE88D895FD7F2AEDCA542A4B5704CE5DF650BE,ETH2.0,FTXExchange
882E1EF86EE0CDB81A45CE82FAD86ED2B0AB432E0BEE2318191B53C958CF4574F27346BDA0E3B73BADC55ED24BA4BE22,ETH2.0,FTXExchange
88FA28970FE9437778370B6C3B5C0B19A7CAD51DB354B6DD538F3ADEF003FA6B2C8771A1BB9A400713BC966AEEFDAF4E,ETH2.0,FTXExchange
893B99AC6CB8FA39A65C1389461032BA2E98456954DD7071091ACF72038A462D7FA38B0F4037059D79439F911E41EA02,ETH2.0,FTXExchange
89792B8A78F195DF3078BFC72C17924387C9B4AFB5D7A7167824A02FD6ED9A773C7478F75BFE26EECC6F5A345BAE6EA9,ETH2.0,FTXExchange
89832A31410D00EB55891141B85DC819657D9D4A198CFFDEEC6F5E574733E438D8D2CAA876487BBEE3F4834CDEDBD8A6,ETH2.0,FTXExchange
8CFC0C74BCB38E5D0FE4D18D4ACA151EA1537A59FBFA06B7388FDA12E019AED3CA768D3D5B7020D388D33C9B8F300D0A,ETH2.0,FTXExchange
8D9F1E87AF5688E1FF9E5B896114D41C7723A14A05DFF0A9FD9AF889CC05C8AA7FD9A03C5729E4AEC4F721997C6CBE26,ETH2.0,FTXExchange
8DBF6A264894EC2FFBF5949A95E340D22AF3D8F814DAAA03197E023E3D7D9A3E1EC32928AF25F55B0C5CEDB612B6AE64,ETH2.0,FTXExchange
8E3E4F50798854370CC8529629639EBF6A5A231C33C29C37ECE8D5FF1A6602079EB59083F42173683263AAA3F621EFCF,ETH2.0,FTXExchange
8EBA4CB4A0230177ED2ED14D1FED844A15342487C9AF689C43C10B2BBDF755612ECC9182D46C5092C1CE9386FA8EC174,ETH2.0,FTXExchange
8EE9C556E13B46BF3312CFB12476D67BB43D2ABE15971115EFFB2E21348D7D3583CFFE89EFEB95409057DA5140DFAC62,ETH2.0,FTXExchange
8EFBCF6F1261137CAA48CA6763E3242E6E009A0E68DC665A546FF00A649387DD4E8D136B5AF08B5750770FDE2680349F,ETH2.0,FTXExchange
8FC92F45670824B9DC94D0D7832DB11B09A91D104F92F1ECFEB300256FA569B1E387B12883B982C022469F5366A0B0EC,ETH2.0,FTXExchange
8FD78B59328EE75CC157090DFC37557E015939E3DFE25F576CA8113AF9AB080AA1E4317EE35D632F694853F5A1FE0063,ETH2.0,FTXExchange
905CDD30F50855F3FA757299A55D2C6FA7CB1BFB1C3C45D6E4E0CE3B730A971C77A80C9A16E0E160194C31F1B7F19302,ETH2.0,FTXExchange
909D0FF1132D89688A2FF03B37A3C92ECD95658E75E32EE76B07D00AF7A888FB0DB5DF05F762BFFCACAD4073EA2E9663,ETH2.0,FTXExchange
90F911DC1715BF942679A1EEB656C40E58F63FF0C963DFF338546549C22C468F9F9F83CE94BA2B6AB47BAC73B390C191,ETH2.0,FTXExchange
92CFF65AEBA104DD3DF55F1AA2711243C8E14386B04F16A9C92C5ABBBEED6F21CFA1244A2D46D42DE23D1A7D1CDF550D,ETH2.0,FTXExchange
933956F20F7234227A915C26428E72EDE249C59BDA94FAF05BD351B4900B4E8E9970D73FE434426BF6DB2BC8F4A17E72,ETH2.0,FTXExchange
944B8DD441B6C8D8F1ADD96127F277033C7C8720E686F11729A3C88CABCBD1D899865EB1E6C8CAD1FAC46FC2AF58D38E,ETH2.0,FTXExchange
94EFF10713291994F6A9D6026D4A84BDDB36AE08E9F314DA57499BD10A302BFEDBEE13E49A965A5DBD1415CC5452EE3D,ETH2.0,FTXExchange
95663F227C14D12EF4C33264BF9820C1FC6A0F6457EBA722554076613DA1BD9DDF5CBA92FE8A384B53F6D1C062C5C9E6,ETH2.0,FTXExchange
959B22AA86D6BC4264421EA9D8DAF9D676CD090C798A4920C509153487B76325E3AA81DCC897C6AAAA69B099F619C7DB,ETH2.0,FTXExchange
964FBC1A322621B6C50071306CFC9175F33081CB515EA652321A61EB076F66381398B347D7388ED4DE893C8525D6CC99,ETH2.0,FTXExchange
96D2FE1C7A0C6241311D149FFBD70504BC734520ACFD345C0D541D956F7587B83AB9E8E19FE6CE41FA4352F9C1D20411,ETH2.0,FTXExchange
972EA5C9C81E11844CF406B562CCC9D2889EF9AD737B405DDA848C3EC13D33F9F2797CAEBA0E8AFA0277D964FC546208,ETH2.0,FTXExchange
978C0F18474EC75418DB22CCA70190C78BBF981F2D624F89DFDD7E1CA17C176EE01571FC145AE9CBC780B52E30DA51E7,ETH2.0,FTXExchange
9825ED1DCEE90FA38A466113CBBBA68EC63E6F4D78CDA29FCFF9816E59624F278115AA8F0FEC4963DCF1811DAC498BCD,ETH2.0,FTXExchange
